1,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
5,3,3,1,4.7673,0.76277,0.066667
5,2,3,1,4.263,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
2,1,2,1,9.5141,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
4,4,2,1,6.362,0.76277,0.066667
3,1,1,1,1,0.76277,0.066667
1,3,3,1,4.7673,0.76277,0.066667
3,1,2,1,9.5141,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
2,3,2,1,5.0788,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
4,4,2,1,6.362,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
2,3,2,1,5.0788,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
1,1,2,1,9.5141,0.76277,0.066667
4,4,2,1,6.362,0.76277,0.066667
5,2,3,1,4.263,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
4,2,2,1,2.1484,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
1,1,2,1,9.5141,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
5,5,3,1,2.8155,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
5,3,3,1,4.7673,0.76277,0.066667
1,1,2,1,9.5141,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
4,4,2,1,6.362,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
4,3,2,1,5.0788,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
4,1,1,1,1,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
1,4,1,1,4.3828,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
3,1,2,1,9.5141,0.76277,0.066667
3,4,2,1,6.362,0.76277,0.066667
3,1,2,1,9.5141,0.76277,0.066667
5,4,2,1,6.362,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
1,5,3,1,2.8155,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
4,2,3,1,4.263,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
1,3,2,1,5.0788,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
5,4,2,1,6.362,0.76277,0.066667
1,3,3,1,4.7673,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
2,4,2,1,6.362,0.76277,0.066667
3,2,3,1,4.263,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
1,2,1,1,2.0399,0.76277,0.066667
5,4,1,1,4.3828,0.76277,0.066667
2,4,2,1,6.362,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
3,3,2,1,5.0788,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
5,1,2,1,9.5141,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
4,3,3,1,4.7673,0.76277,0.066667
4,3,2,1,5.0788,0.76277,0.066667
5,2,2,1,2.1484,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
4,2,1,1,2.0399,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
4,4,1,1,4.3828,0.76277,0.066667
5,4,1,1,4.3828,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
3,3,2,1,5.0788,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
2,3,3,1,4.7673,0.76277,0.066667
3,4,2,1,6.362,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
3,3,2,1,5.0788,0.76277,0.066667
4,2,1,1,2.0399,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
4,2,1,1,2.0399,0.76277,0.066667
4,3,2,1,5.0788,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
4,1,2,1,9.5141,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
3,1,2,1,9.5141,0.76277,0.066667
4,4,2,1,6.362,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
2,2,2,1,2.1484,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
2,5,2,1,4.1171,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
4,4,1,1,4.3828,0.76277,0.066667
4,3,3,1,4.7673,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
3,4,1,1,4.3828,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
2,1,2,1,9.5141,0.76277,0.066667
2,3,2,1,5.0788,0.76277,0.066667
1,4,2,1,6.362,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
3,1,2,1,9.5141,0.76277,0.066667
2,3,3,1,4.7673,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
3,1,2,1,9.5141,0.76277,0.066667
4,3,3,1,4.7673,0.76277,0.066667
1,4,1,1,4.3828,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
5,3,3,1,4.7673,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
5,4,2,1,6.362,0.76277,0.066667
4,1,2,1,9.5141,0.76277,0.066667
1,4,1,1,4.3828,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
2,2,2,1,2.1484,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
1,1,2,1,9.5141,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
4,3,2,1,5.0788,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
4,3,2,1,5.0788,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
1,1,2,1,9.5141,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
3,5,3,1,2.8155,0.76277,0.066667
3,2,2,1,2.1484,0.76277,0.066667
5,1,1,1,1,0.76277,0.066667
3,3,2,1,5.0788,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
5,1,2,1,9.5141,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
2,4,1,1,4.3828,0.76277,0.066667
3,3,2,1,5.0788,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
1,1,2,1,9.5141,0.76277,0.066667
1,1,2,1,9.5141,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
3,1,2,1,9.5141,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
2,1,2,1,9.5141,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
3,4,2,1,6.362,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
5,1,2,1,9.5141,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
2,3,2,1,5.0788,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
1,4,2,1,6.362,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
1,2,1,1,2.0399,0.76277,0.066667
5,4,1,1,4.3828,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
2,3,3,1,4.7673,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
5,2,3,1,4.263,0.76277,0.066667
2,3,2,1,5.0788,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
3,5,2,1,4.1171,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
4,2,3,1,4.263,0.76277,0.066667
3,1,2,1,9.5141,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
4,3,3,1,4.7673,0.76277,0.066667
3,4,1,1,4.3828,0.76277,0.066667
3,5,3,1,2.8155,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
5,1,2,1,9.5141,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
4,4,2,1,6.362,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
2,3,2,1,5.0788,0.76277,0.066667
3,4,2,1,6.362,0.76277,0.066667
5,5,3,1,2.8155,0.76277,0.066667
5,1,2,1,9.5141,0.76277,0.066667
3,1,2,1,9.5141,0.76277,0.066667
4,3,3,1,4.7673,0.76277,0.066667
3,3,2,1,5.0788,0.76277,0.066667
1,4,1,1,4.3828,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
2,4,2,1,6.362,0.76277,0.066667
1,4,1,1,4.3828,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
1,3,3,1,4.7673,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
5,1,2,1,9.5141,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
2,3,3,1,4.7673,0.76277,0.066667
1,5,2,1,4.1171,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
2,1,2,1,9.5141,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
3,4,2,1,6.362,0.76277,0.066667
5,4,2,1,6.362,0.76277,0.066667
1,1,2,1,9.5141,0.76277,0.066667
3,3,2,1,5.0788,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
4,5,2,1,4.1171,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
2,5,2,1,4.1171,0.76277,0.066667
1,3,3,1,4.7673,0.76277,0.066667
3,5,2,1,4.1171,0.76277,0.066667
4,1,2,1,9.5141,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
3,5,2,1,4.1171,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
4,1,2,1,9.5141,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
3,2,3,1,4.263,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
3,3,2,1,5.0788,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
1,2,2,1,2.1484,0.76277,0.066667
4,5,2,1,4.1171,0.76277,0.066667
4,2,2,1,2.1484,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
2,4,2,1,6.362,0.76277,0.066667
4,2,3,1,4.263,0.76277,0.066667
5,1,2,1,9.5141,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
5,1,2,1,9.5141,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
5,1,2,1,9.5141,0.76277,0.066667
5,4,1,1,4.3828,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
3,3,2,1,5.0788,0.76277,0.066667
1,2,3,1,4.263,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
5,3,2,1,5.0788,0.76277,0.066667
5,4,1,1,4.3828,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
4,5,2,1,4.1171,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
5,4,1,1,4.3828,0.76277,0.066667
4,5,2,1,4.1171,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
1,1,2,1,9.5141,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
1,3,3,1,4.7673,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
4,3,3,1,4.7673,0.76277,0.066667
3,3,3,1,4.7673,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
1,1,2,1,9.5141,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
1,5,3,1,2.8155,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
5,2,2,1,2.1484,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
5,1,2,1,9.5141,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
2,5,3,1,2.8155,0.76277,0.066667
4,4,1,1,4.3828,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
4,2,3,1,4.263,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
3,1,2,1,9.5141,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
4,3,3,1,4.7673,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
5,4,1,1,4.3828,0.76277,0.066667
1,5,2,1,4.1171,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
2,5,2,1,4.1171,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
4,4,1,1,4.3828,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
3,4,2,1,6.362,0.76277,0.066667
3,5,2,1,4.1171,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
4,1,2,1,9.5141,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
2,1,2,1,9.5141,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
4,1,2,1,9.5141,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
1,2,2,1,2.1484,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
4,1,2,1,9.5141,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
1,1,2,1,9.5141,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
3,2,3,1,4.263,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
2,2,3,1,4.263,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
4,4,2,1,6.362,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
4,5,3,1,2.8155,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
3,4,2,1,6.362,0.76277,0.066667
2,1,2,1,9.5141,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
3,2,3,1,4.263,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
5,1,2,1,9.5141,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
5,4,1,1,4.3828,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
3,1,1,1,1,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
2,3,3,1,4.7673,0.76277,0.066667
3,1,2,1,9.5141,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
4,3,2,1,5.0788,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
1,3,2,1,5.0788,0.76277,0.066667
1,4,1,1,4.3828,0.76277,0.066667
2,5,2,1,4.1171,0.76277,0.066667
2,4,1,1,4.3828,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
3,3,3,1,4.7673,0.76277,0.066667
1,3,2,1,5.0788,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
4,4,1,1,4.3828,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
4,4,2,1,6.362,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
4,3,3,1,4.7673,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
1,3,2,1,5.0788,0.76277,0.066667
3,2,3,1,4.263,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
3,1,2,1,9.5141,0.76277,0.066667
1,3,2,1,5.0788,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
1,5,3,1,2.8155,0.76277,0.066667
1,3,3,1,4.7673,0.76277,0.066667
3,2,3,1,4.263,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
4,3,3,1,4.7673,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
5,4,2,1,6.362,0.76277,0.066667
5,4,2,1,6.362,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
2,1,2,1,9.5141,0.76277,0.066667
5,4,2,1,6.362,0.76277,0.066667
2,3,2,1,5.0788,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
3,4,2,1,6.362,0.76277,0.066667
4,5,2,1,4.1171,0.76277,0.066667
3,5,3,1,2.8155,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
1,2,1,1,2.0399,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
1,1,2,1,9.5141,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
2,4,2,1,6.362,0.76277,0.066667
4,3,3,1,4.7673,0.76277,0.066667
4,1,2,1,9.5141,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
1,4,2,1,6.362,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
4,1,2,1,9.5141,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
4,4,2,1,6.362,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
5,5,2,1,4.1171,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
4,5,3,1,2.8155,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
4,2,3,1,4.263,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
2,5,2,1,4.1171,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
5,3,3,1,4.7673,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
1,3,2,1,5.0788,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
5,3,1,1,44.201,0.76277,0.066667
4,3,1,1,44.201,0.76277,0.066667
2,3,1,1,44.201,0.76277,0.066667
1,3,1,1,44.201,0.76277,0.066667
4,3,2,1,5.0788,0.76277,0.066667
5,2,2,1,2.1484,0.76277,0.066667
3,3,1,1,44.201,0.76277,0.066667
